date,draw1,draw2,draw3,draw4,draw5,powerball
2008-12-20 00:00:00 -0500,3,14,19,32,54,24
2008-12-17 00:00:00 -0500,7,11,18,24,30,26
2008-12-13 00:00:00 -0500,14,26,28,31,40,13
2008-12-10 00:00:00 -0500,6,15,24,37,41,37
2008-12-06 00:00:00 -0500,9,35,39,43,53,10
2008-12-03 00:00:00 -0500,16,17,21,25,55,3
2008-11-29 00:00:00 -0500,5,33,36,39,55,21
2008-11-26 00:00:00 -0500,11,26,31,34,52,14
2008-11-22 00:00:00 -0500,17,19,26,32,45,14
2008-11-19 00:00:00 -0500,8,13,38,39,45,31
2008-11-15 00:00:00 -0500,3,7,8,12,44,37
2008-11-12 00:00:00 -0500,1,18,25,29,45,2
2008-11-08 00:00:00 -0500,2,4,21,36,40,41
2008-11-05 00:00:00 -0500,4,8,18,33,36,32
2008-11-01 00:00:00 -0400,4,6,26,40,41,15
2008-10-29 00:00:00 -0400,20,30,37,50,52,33
2008-10-25 00:00:00 -0400,1,3,14,38,48,2
2008-10-22 00:00:00 -0400,10,17,33,51,52,5
2008-10-18 00:00:00 -0400,10,14,32,40,49,15
2008-10-15 00:00:00 -0400,3,13,32,38,48,13
2008-10-11 00:00:00 -0400,3,7,17,39,47,9
2008-10-08 00:00:00 -0400,2,12,17,48,54,2
2008-10-04 00:00:00 -0400,1,4,26,32,39,18
2008-10-01 00:00:00 -0400,8,9,39,43,55,26
2008-09-27 00:00:00 -0400,13,24,29,40,52,29
2008-09-24 00:00:00 -0400,5,13,21,32,36,33
2008-09-20 00:00:00 -0400,6,28,30,40,47,24
2008-09-17 00:00:00 -0400,12,23,26,32,44,20
2008-09-13 00:00:00 -0400,7,17,29,43,51,38
2008-09-10 00:00:00 -0400,14,15,28,37,53,18
2008-09-06 00:00:00 -0400,17,25,26,49,54,11
2008-09-03 00:00:00 -0400,38,40,46,49,50,34
2008-08-30 00:00:00 -0400,2,14,15,32,47,36
2008-08-27 00:00:00 -0400,13,31,36,48,49,11
2008-08-23 00:00:00 -0400,18,24,33,47,48,23
2008-08-20 00:00:00 -0400,15,16,24,35,47,26
2008-08-16 00:00:00 -0400,5,34,40,43,52,20
2008-08-13 00:00:00 -0400,5,10,19,23,31,26
2008-08-09 00:00:00 -0400,32,40,43,49,53,21
2008-08-06 00:00:00 -0400,5,24,36,37,51,19
